0,#AAPIBookMonth kicks off TODAY with our pre-event &amp; runs throughout May which is #AAPIHeritageMonth! Join us for a month filled with virtual events celebrating AAPI identity &amp; stories! And learn more about our panelists here: https://t.co/30nVXhB5Xc https://t.co/r5C5vHo3XC
0,#AAPIBookMonth kicks off TODAY with our pre-event &amp; runs throughout May which is #AAPIHeritageMonth! Join us for a month filled with virtual events celebrating AAPI identity &amp; stories! And learn more about our panelists here: https://t.co/30nVXhB5Xc https://t.co/r5C5vHo3XC
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  #matamisnakanta #mentalmathwithfrances Happy Asian Pacific American Month babeyyyyy I just wanted to draw myself celebrating as well as some of my main characters who happen to be of Asian descent as well https://t.co/YPJp2sXQmE
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  @1988Vor  @grayzpoo  @jensdad4biden  @darkblue1012  @carmelitequotes  @JtRuss21  @rosesbloom24  @Blue_Waters4  @KrizoAngela  @ResisterChic  @CowboysBabyGurl  @mama_c2  @Victoriagatoll1  @VegasVisions  ???? copy paste. vetted adds only https://t.co/HGls9RaADH
0,#AAPIHeritageMonth  originally used to educate &amp; make demands about material issues in our communities is now used to placate and redirect attention from our lack of access to housing healthcare quality public education &amp; the military/police violence against #AAPI folks
0,#AAPIHeritageMonth and #JewishAmericanHeritageMonth should be a time to celebrate. Instead they're happening against a backdrop of rising hate and violence. We must stand together and speak up against all bigotry and build a safer New York for us all. https://t.co/dpGq5ZQMCx
0,#AAPIHeritageMonth and #Mermay A quick iPad #sketch of an #Asian #mermaid  to mark the start of May! I won?€?t post mermaids every day but will aim for one a week! :) Wishing you a good weekend ahead. #kidlitart #illustraiton #mermaids #childrensbookillustration #art #procreate https://t.co/ppSJmDMWXC
